state,district,month,monthly_enrolments,monthly_load,estimated_update_requests
Haryana,Bhiwani,2025-12,70,70,24
Haryana,Charkhi Dadri,2025-01,16,16,6
Haryana,Charkhi Dadri,2025-02,19,19,7
Haryana,Charkhi Dadri,2025-03,22,22,8
Haryana,Charkhi Dadri,2025-04,5,5,2
Haryana,Charkhi Dadri,2025-05,44,44,15
Haryana,Charkhi Dadri,2025-06,16,16,6
Haryana,Charkhi Dadri,2025-07,10,10,4
Haryana,Charkhi Dadri,2025-08,42,42,15
Haryana,Charkhi Dadri,2025-09,38,38,13
Haryana,Charkhi Dadri,2025-10,34,34,12
Haryana,Charkhi Dadri,2025-11,22,22,8
Haryana,Charkhi Dadri,2025-12,20,20,7
Haryana,Faridabad,2025-01,9166,9166,3208
Haryana,Faridabad,2025-02,340,340,119
Haryana,Faridabad,2025-03,147,147,51
Haryana,Faridabad,2025-04,123,123,43
Haryana,Faridabad,2025-05,263,263,92
Haryana,Faridabad,2025-06,207,207,72
Haryana,Faridabad,2025-07,135,135,47
Haryana,Faridabad,2025-08,201,201,70
Haryana,Faridabad,2025-09,400,400,140
Haryana,Faridabad,2025-10,260,260,91
Haryana,Faridabad,2025-11,194,194,68
Haryana,Faridabad,2025-12,195,195,68
Haryana,Fatehabad,2025-01,37,37,13
Haryana,Fatehabad,2025-02,101,101,35
Haryana,Fatehabad,2025-03,43,43,15
Haryana,Fatehabad,2025-04,13,13,5
Haryana,Fatehabad,2025-05,43,43,15
Haryana,Fatehabad,2025-06,52,52,18
Haryana,Fatehabad,2025-07,38,38,13
Haryana,Fatehabad,2025-08,69,69,24
Haryana,Fatehabad,2025-09,68,68,24
Haryana,Fatehabad,2025-10,93,93,33
Haryana,Fatehabad,2025-11,51,51,18
Haryana,Fatehabad,2025-12,62,62,22
Haryana,Gurgaon,2025-01,1517,1517,531
Haryana,Gurgaon,2025-02,219,219,77
Haryana,Gurgaon,2025-03,107,107,37
Haryana,Gurgaon,2025-04,59,59,21
Haryana,Gurgaon,2025-05,154,154,54
Haryana,Gurgaon,2025-06,171,171,60
Haryana,Gurgaon,2025-07,94,94,33
Haryana,Gurgaon,2025-08,189,189,66
Haryana,Gurgaon,2025-09,185,185,65
Haryana,Gurgaon,2025-10,235,235,82
Haryana,Gurgaon,2025-11,107,107,37
Haryana,Gurgaon,2025-12,136,136,48
Haryana,Gurugram,2025-01,2586,2586,905
Haryana,Gurugram,2025-09,50,50,18
Haryana,Hisar,2025-01,504,504,176
Haryana,Hisar,2025-02,148,148,52
Haryana,Hisar,2025-03,105,105,37
Haryana,Hisar,2025-04,47,47,16
Haryana,Hisar,2025-05,126,126,44
Haryana,Hisar,2025-06,81,81,28
Haryana,Hisar,2025-07,49,49,17
Haryana,Hisar,2025-08,162,162,57
Haryana,Hisar,2025-09,144,144,50
Haryana,Hisar,2025-10,163,163,57
Haryana,Hisar,2025-11,145,145,51
Haryana,Hisar,2025-12,117,117,41
Haryana,Jhajjar,2025-01,44,44,15
Haryana,Jhajjar,2025-02,68,68,24
Haryana,Jhajjar,2025-03,52,52,18
Haryana,Jhajjar,2025-04,37,37,13
Haryana,Jhajjar,2025-05,70,70,24
Haryana,Jhajjar,2025-06,53,53,19
Haryana,Jhajjar,2025-07,36,36,13
Haryana,Jhajjar,2025-08,87,87,30
Haryana,Jhajjar,2025-09,104,104,36
Haryana,Jhajjar,2025-10,87,87,30
Haryana,Jhajjar,2025-11,74,74,26
Haryana,Jhajjar,2025-12,67,67,23
Haryana,Jhajjar *,2025-04,1,1,0
Haryana,Jind,2025-01,82,82,29
Haryana,Jind,2025-02,122,122,43
Haryana,Jind,2025-03,79,79,28
Haryana,Jind,2025-04,49,49,17
Haryana,Jind,2025-05,113,113,40
Haryana,Jind,2025-06,73,73,26
Haryana,Jind,2025-07,29,29,10
Haryana,Jind,2025-08,135,135,47
Haryana,Jind,2025-09,135,135,47
Haryana,Jind,2025-10,129,129,45
Haryana,Jind,2025-11,117,117,41
Haryana,Jind,2025-12,82,82,29
Haryana,Kaithal,2025-01,480,480,168
Haryana,Kaithal,2025-02,80,80,28
Haryana,Kaithal,2025-03,46,46,16
Haryana,Kaithal,2025-04,18,18,6
Haryana,Kaithal,2025-05,85,85,30
Haryana,Kaithal,2025-06,47,47,16
Haryana,Kaithal,2025-07,31,31,11
Haryana,Kaithal,2025-08,91,91,32
Haryana,Kaithal,2025-09,130,130,46
Haryana,Kaithal,2025-10,94,94,33
Haryana,Kaithal,2025-11,73,73,26
Haryana,Kaithal,2025-12,99,99,35
Haryana,Karnal,2025-01,59,59,21
Haryana,Karnal,2025-02,133,133,47
Haryana,Karnal,2025-03,78,78,27
Haryana,Karnal,2025-04,51,51,18
Haryana,Karnal,2025-05,130,130,46
Haryana,Karnal,2025-06,77,77,27
Haryana,Karnal,2025-07,31,31,11
Haryana,Karnal,2025-08,172,172,60
Haryana,Karnal,2025-09,161,161,56
Haryana,Karnal,2025-10,144,144,50
Haryana,Karnal,2025-11,93,93,33
Haryana,Karnal,2025-12,114,114,40
Haryana,Kurukshetra,2025-01,127,127,44
Haryana,Kurukshetra,2025-02,88,88,31
Haryana,Kurukshetra,2025-03,50,50,18
Haryana,Kurukshetra,2025-04,36,36,13
Haryana,Kurukshetra,2025-05,52,52,18
Haryana,Kurukshetra,2025-06,36,36,13
Haryana,Kurukshetra,2025-07,31,31,11
Haryana,Kurukshetra,2025-08,71,71,25
Haryana,Kurukshetra,2025-09,83,83,29
Haryana,Kurukshetra,2025-10,77,77,27
Haryana,Kurukshetra,2025-11,62,62,22
Haryana,Kurukshetra,2025-12,45,45,16
Haryana,Mahendragarh,2025-01,69,69,24
Haryana,Mahendragarh,2025-02,82,82,29
Haryana,Mahendragarh,2025-03,59,59,21
Haryana,Mahendragarh,2025-04,41,41,14
Haryana,Mahendragarh,2025-05,80,80,28
Haryana,Mahendragarh,2025-06,68,68,24
Haryana,Mahendragarh,2025-07,40,40,14
Haryana,Mahendragarh,2025-08,115,115,40
Haryana,Mahendragarh,2025-09,96,96,34
Haryana,Mahendragarh,2025-10,80,80,28
Haryana,Mahendragarh,2025-11,60,60,21
Haryana,Mahendragarh,2025-12,69,69,24
Haryana,Mewat,2025-01,1479,1479,518
Haryana,Mewat,2025-02,174,174,61
Haryana,Mewat,2025-03,180,180,63
Haryana,Mewat,2025-04,47,47,16
Haryana,Mewat,2025-05,197,197,69
Haryana,Mewat,2025-06,168,168,59
Haryana,Mewat,2025-07,89,89,31
Haryana,Mewat,2025-08,200,200,70
Haryana,Mewat,2025-09,150,150,52
Haryana,Mewat,2025-10,170,170,59
Haryana,Mewat,2025-11,119,119,42
Haryana,Mewat,2025-12,82,82,29
Haryana,Nuh,2025-01,1506,1506,527
Haryana,Palwal,2025-01,100,100,35
Haryana,Palwal,2025-02,138,138,48
Haryana,Palwal,2025-03,85,85,30
Haryana,Palwal,2025-04,35,35,12
Haryana,Palwal,2025-05,179,179,63
Haryana,Palwal,2025-06,160,160,56
Haryana,Palwal,2025-07,70,70,24
Haryana,Palwal,2025-08,156,156,55
Haryana,Palwal,2025-09,146,146,51
Haryana,Palwal,2025-10,138,138,48
Haryana,Palwal,2025-11,95,95,33
Haryana,Palwal,2025-12,98,98,34
Haryana,Panchkula,2025-01,8,8,3
Haryana,Panchkula,2025-02,52,52,18
Haryana,Panchkula,2025-03,26,26,9
Haryana,Panchkula,2025-04,12,12,4
Haryana,Panchkula,2025-05,45,45,16
Haryana,Panchkula,2025-06,26,26,9
Haryana,Panchkula,2025-07,11,11,4
Haryana,Panchkula,2025-08,30,30,10
Haryana,Panchkula,2025-09,42,42,15
Haryana,Panchkula,2025-10,43,43,15
Haryana,Panchkula,2025-11,31,31,11
Haryana,Panchkula,2025-12,36,36,13
Haryana,Panipat,2025-01,2479,2479,868
Haryana,Panipat,2025-02,126,126,44
Haryana,Panipat,2025-03,80,80,28
Haryana,Panipat,2025-04,34,34,12
Haryana,Panipat,2025-05,140,140,49
Haryana,Panipat,2025-06,100,100,35
Haryana,Panipat,2025-07,53,53,19
Haryana,Panipat,2025-08,152,152,53
Haryana,Panipat,2025-09,106,106,37
Haryana,Panipat,2025-10,119,119,42
Haryana,Panipat,2025-11,112,112,39
Haryana,Panipat,2025-12,79,79,28
Haryana,Rewari,2025-01,50,50,18
Haryana,Rewari,2025-02,78,78,27
Haryana,Rewari,2025-03,43,43,15
Haryana,Rewari,2025-04,24,24,8
Haryana,Rewari,2025-05,95,95,33
Haryana,Rewari,2025-06,74,74,26
Haryana,Rewari,2025-07,31,31,11
Haryana,Rewari,2025-08,73,73,26
Haryana,Rewari,2025-09,88,88,31
Haryana,Rewari,2025-10,100,100,35
Haryana,Rewari,2025-11,58,58,20
Haryana,Rewari,2025-12,56,56,20
Haryana,Rohtak,2025-01,568,568,199
Haryana,Rohtak,2025-02,96,96,34
Haryana,Rohtak,2025-03,50,50,18
Haryana,Rohtak,2025-04,20,20,7
Haryana,Rohtak,2025-05,65,65,23
Haryana,Rohtak,2025-06,47,47,16
Haryana,Rohtak,2025-07,32,32,11
Haryana,Rohtak,2025-08,87,87,30
Haryana,Rohtak,2025-09,107,107,37
Haryana,Rohtak,2025-10,89,89,31
Haryana,Rohtak,2025-11,78,78,27
Haryana,Rohtak,2025-12,85,85,30
Haryana,Sirsa,2025-01,36,36,13
Haryana,Sirsa,2025-02,125,125,44
Haryana,Sirsa,2025-03,68,68,24
Haryana,Sirsa,2025-04,24,24,8
Haryana,Sirsa,2025-05,80,80,28
Haryana,Sirsa,2025-06,54,54,19
Haryana,Sirsa,2025-07,29,29,10
Haryana,Sirsa,2025-08,94,94,33
Haryana,Sirsa,2025-09,94,94,33
Haryana,Sirsa,2025-10,130,130,46
Haryana,Sirsa,2025-11,84,84,29
Haryana,Sirsa,2025-12,60,60,21
Haryana,Sonipat,2025-01,523,523,183
Haryana,Sonipat,2025-02,141,141,49
Haryana,Sonipat,2025-03,67,67,23
Haryana,Sonipat,2025-04,37,37,13
Haryana,Sonipat,2025-05,162,162,57
Haryana,Sonipat,2025-06,135,135,47
Haryana,Sonipat,2025-07,66,66,23
Haryana,Sonipat,2025-08,147,147,51
Haryana,Sonipat,2025-09,139,139,49
Haryana,Sonipat,2025-10,131,131,46
Haryana,Sonipat,2025-11,96,96,34
Haryana,Sonipat,2025-12,128,128,45
Haryana,Yamuna Nagar,2025-01,27,27,9
Haryana,Yamuna Nagar,2025-02,123,123,43
Haryana,Yamuna Nagar,2025-03,66,66,23
Haryana,Yamuna Nagar,2025-04,57,57,20
Haryana,Yamuna Nagar,2025-05,80,80,28
Haryana,Yamuna Nagar,2025-06,57,57,20
Haryana,Yamuna Nagar,2025-07,18,18,6
Haryana,Yamuna Nagar,2025-08,102,102,36
Haryana,Yamuna Nagar,2025-09,104,104,36
Haryana,Yamuna Nagar,2025-10,125,125,44
Haryana,Yamuna Nagar,2025-11,89,89,31
Haryana,Yamuna Nagar,2025-12,85,85,30
Haryana,Yamunanagar,2025-02,1,1,0
Haryana,Yamunanagar,2025-03,3,3,1
Haryana,Yamunanagar,2025-04,2,2,1
Haryana,Yamunanagar,2025-05,5,5,2
Haryana,Yamunanagar,2025-06,1,1,0
Haryana,Yamunanagar,2025-08,3,3,1
Haryana,Yamunanagar,2025-10,2,2,1
Haryana,Yamunanagar,2025-11,1,1,0
Himachal Pradesh,Bilaspur,2025-01,12,12,4
Himachal Pradesh,Bilaspur,2025-02,44,44,15
Himachal Pradesh,Bilaspur,2025-03,10,10,4
Himachal Pradesh,Bilaspur,2025-04,10,10,4
Himachal Pradesh,Bilaspur,2025-05,34,34,12
Himachal Pradesh,Bilaspur,2025-06,13,13,5
Himachal Pradesh,Bilaspur,2025-07,13,13,5
Himachal Pradesh,Bilaspur,2025-08,29,29,10
Himachal Pradesh,Bilaspur,2025-09,34,34,12
Himachal Pradesh,Bilaspur,2025-10,34,34,12
Himachal Pradesh,Bilaspur,2025-11,34,34,12
Himachal Pradesh,Bilaspur,2025-12,19,19,7
Himachal Pradesh,Chamba,2025-01,9,9,3
Himachal Pradesh,Chamba,2025-02,33,33,12
Himachal Pradesh,Chamba,2025-03,18,18,6
Himachal Pradesh,Chamba,2025-04,3,3,1
Himachal Pradesh,Chamba,2025-05,48,48,17
Himachal Pradesh,Chamba,2025-06,25,25,9
Himachal Pradesh,Chamba,2025-07,25,25,9
Himachal Pradesh,Chamba,2025-08,35,35,12
Himachal Pradesh,Chamba,2025-09,53,53,19
Himachal Pradesh,Chamba,2025-10,70,70,24
Himachal Pradesh,Chamba,2025-11,43,43,15
Himachal Pradesh,Chamba,2025-12,34,34,12
Himachal Pradesh,Hamirpur,2025-01,19,19,7
Himachal Pradesh,Hamirpur,2025-02,36,36,13
Himachal Pradesh,Hamirpur,2025-03,24,24,8
Himachal Pradesh,Hamirpur,2025-04,16,16,6
Himachal Pradesh,Hamirpur,2025-05,31,31,11
Himachal Pradesh,Hamirpur,2025-06,21,21,7
Himachal Pradesh,Hamirpur,2025-07,17,17,6
Himachal Pradesh,Hamirpur,2025-08,41,41,14
Himachal Pradesh,Hamirpur,2025-09,39,39,14
Himachal Pradesh,Hamirpur,2025-10,43,43,15
Himachal Pradesh,Hamirpur,2025-11,26,26,9
Himachal Pradesh,Hamirpur,2025-12,32,32,11
Himachal Pradesh,Kangra,2025-01,66,66,23
Himachal Pradesh,Kangra,2025-02,106,106,37
Himachal Pradesh,Kangra,2025-03,87,87,30
Himachal Pradesh,Kangra,2025-04,47,47,16
Himachal Pradesh,Kangra,2025-05,131,131,46
Himachal Pradesh,Kangra,2025-06,113,113,40
Himachal Pradesh,Kangra,2025-07,49,49,17
Himachal Pradesh,Kangra,2025-08,137,137,48
Himachal Pradesh,Kangra,2025-09,144,144,50
Himachal Pradesh,Kangra,2025-10,149,149,52
Himachal Pradesh,Kangra,2025-11,112,112,39
Himachal Pradesh,Kangra,2025-12,81,81,28
Himachal Pradesh,Kinnaur,2025-02,3,3,1
Himachal Pradesh,Kinnaur,2025-03,6,6,2
Himachal Pradesh,Kinnaur,2025-04,2,2,1
Himachal Pradesh,Kinnaur,2025-05,7,7,2
Himachal Pradesh,Kinnaur,2025-06,5,5,2
Himachal Pradesh,Kinnaur,2025-07,3,3,1
Himachal Pradesh,Kinnaur,2025-08,4,4,1
Himachal Pradesh,Kinnaur,2025-09,6,6,2
Himachal Pradesh,Kinnaur,2025-10,4,4,1
Himachal Pradesh,Kinnaur,2025-11,7,7,2
Himachal Pradesh,Kinnaur,2025-12,3,3,1
Himachal Pradesh,Kullu,2025-01,124,124,43
Himachal Pradesh,Kullu,2025-02,41,41,14
Himachal Pradesh,Kullu,2025-03,20,20,7
Himachal Pradesh,Kullu,2025-05,22,22,8
Himachal Pradesh,Kullu,2025-06,28,28,10
Himachal Pradesh,Kullu,2025-07,21,21,7
Himachal Pradesh,Kullu,2025-08,41,41,14
Himachal Pradesh,Kullu,2025-09,26,26,9
Himachal Pradesh,Kullu,2025-10,30,30,10
Himachal Pradesh,Kullu,2025-11,38,38,13
Himachal Pradesh,Kullu,2025-12,26,26,9
Himachal Pradesh,Lahul & Spiti,2025-04,1,1,0
Himachal Pradesh,Lahul & Spiti,2025-05,3,3,1
Himachal Pradesh,Lahul & Spiti,2025-07,1,1,0
Himachal Pradesh,Lahul & Spiti,2025-08,3,3,1
Himachal Pradesh,Lahul & Spiti,2025-09,3,3,1
Himachal Pradesh,Lahul & Spiti,2025-10,1,1,0
Himachal Pradesh,Lahul & Spiti,2025-12,2,2,1
Himachal Pradesh,Lahul and Spiti,2025-01,1,1,0
Himachal Pradesh,Lahul and Spiti,2025-02,1,1,0
Himachal Pradesh,Lahul and Spiti,2025-03,1,1,0
Himachal Pradesh,Lahul and Spiti,2025-09,2,2,1
Himachal Pradesh,Lahul and Spiti,2025-10,3,3,1
Himachal Pradesh,Lahul and Spiti,2025-11,1,1,0
Himachal Pradesh,Mandi,2025-01,23,23,8
Himachal Pradesh,Mandi,2025-02,87,87,30
Himachal Pradesh,Mandi,2025-03,38,38,13
Himachal Pradesh,Mandi,2025-04,15,15,5
Himachal Pradesh,Mandi,2025-05,63,63,22
Himachal Pradesh,Mandi,2025-06,51,51,18
Himachal Pradesh,Mandi,2025-07,37,37,13
Himachal Pradesh,Mandi,2025-08,94,94,33
Himachal Pradesh,Mandi,2025-09,79,79,28
Himachal Pradesh,Mandi,2025-10,101,101,35
Himachal Pradesh,Mandi,2025-11,68,68,24
Himachal Pradesh,Mandi,2025-12,54,54,19
Himachal Pradesh,Shimla,2025-01,10,10,4
Himachal Pradesh,Shimla,2025-02,56,56,20
Himachal Pradesh,Shimla,2025-03,26,26,9
Himachal Pradesh,Shimla,2025-04,11,11,4
Himachal Pradesh,Shimla,2025-05,38,38,13
Himachal Pradesh,Shimla,2025-06,35,35,12
Himachal Pradesh,Shimla,2025-07,22,22,8
Himachal Pradesh,Shimla,2025-08,47,47,16
Himachal Pradesh,Shimla,2025-09,59,59,21
Himachal Pradesh,Shimla,2025-10,50,50,18
Himachal Pradesh,Shimla,2025-11,36,36,13
Himachal Pradesh,Shimla,2025-12,40,40,14
Himachal Pradesh,Sirmaur,2025-01,9,9,3
Himachal Pradesh,Sirmaur,2025-02,48,48,17
Himachal Pradesh,Sirmaur,2025-03,18,18,6
Himachal Pradesh,Sirmaur,2025-04,6,6,2
Himachal Pradesh,Sirmaur,2025-05,49,49,17
Himachal Pradesh,Sirmaur,2025-06,47,47,16
Himachal Pradesh,Sirmaur,2025-07,22,22,8
Himachal Pradesh,Sirmaur,2025-08,54,54,19
Himachal Pradesh,Sirmaur,2025-09,80,80,28
Himachal Pradesh,Sirmaur,2025-10,50,50,18
Himachal Pradesh,Sirmaur,2025-11,56,56,20
Himachal Pradesh,Sirmaur,2025-12,48,48,17
Himachal Pradesh,Solan,2025-01,16,16,6
Himachal Pradesh,Solan,2025-02,47,47,16
Himachal Pradesh,Solan,2025-03,15,15,5
Himachal Pradesh,Solan,2025-04,10,10,4
Himachal Pradesh,Solan,2025-05,48,48,17
Himachal Pradesh,Solan,2025-06,32,32,11
Himachal Pradesh,Solan,2025-07,19,19,7
Himachal Pradesh,Solan,2025-08,42,42,15
Himachal Pradesh,Solan,2025-09,41,41,14
Himachal Pradesh,Solan,2025-10,42,42,15
Himachal Pradesh,Solan,2025-11,26,26,9
Himachal Pradesh,Solan,2025-12,35,35,12
Himachal Pradesh,Una,2025-01,14,14,5
Himachal Pradesh,Una,2025-02,41,41,14
Himachal Pradesh,Una,2025-03,19,19,7
Himachal Pradesh,Una,2025-04,14,14,5
Himachal Pradesh,Una,2025-05,33,33,12
Himachal Pradesh,Una,2025-06,35,35,12
Himachal Pradesh,Una,2025-07,14,14,5
Himachal Pradesh,Una,2025-08,57,57,20
Himachal Pradesh,Una,2025-09,51,51,18
Himachal Pradesh,Una,2025-10,36,36,13
Himachal Pradesh,Una,2025-11,33,33,12
Himachal Pradesh,Una,2025-12,28,28,10
Jammu & Kashmir,Anantnag,2025-10,1,1,0
Jammu & Kashmir,Baramula,2025-02,3,3,1
Jammu & Kashmir,Baramula,2025-04,2,2,1
Jammu & Kashmir,Baramula,2025-05,2,2,1
Jammu & Kashmir,Baramula,2025-06,3,3,1
Jammu & Kashmir,Baramula,2025-10,1,1,0
Jammu & Kashmir,Baramula,2025-11,2,2,1
Jammu & Kashmir,Baramula,2025-12,2,2,1
Jammu & Kashmir,Doda,2025-06,1,1,0
Jammu & Kashmir,Doda,2025-07,1,1,0
Jammu & Kashmir,Jammu,2025-01,1,1,0
Jammu & Kashmir,Jammu,2025-02,2,2,1
Jammu & Kashmir,Jammu,2025-03,1,1,0
Jammu & Kashmir,Jammu,2025-04,1,1,0
Jammu & Kashmir,Jammu,2025-05,2,2,1
Jammu & Kashmir,Jammu,2025-07,1,1,0
Jammu & Kashmir,Jammu,2025-08,2,2,1
Jammu & Kashmir,Jammu,2025-09,4,4,1
Jammu & Kashmir,Jammu,2025-10,4,4,1
Jammu & Kashmir,Jammu,2025-11,1,1,0
Jammu & Kashmir,Jammu,2025-12,2,2,1
Jammu & Kashmir,Kargil,2025-01,1,1,0
Jammu & Kashmir,Rajauri,2025-11,1,1,0
Jammu & Kashmir,Srinagar,2025-06,1,1,0
Jammu And Kashmir,Doda,2025-01,538,538,188
Jammu And Kashmir,Shopian,2025-01,412,412,144
Jammu and Kashmir,Anantnag,2025-01,89,89,31
Jammu and Kashmir,Anantnag,2025-02,132,132,46
Jammu and Kashmir,Anantnag,2025-03,23,23,8
Jammu and Kashmir,Anantnag,2025-04,35,35,12
Jammu and Kashmir,Anantnag,2025-05,76,76,27
Jammu and Kashmir,Anantnag,2025-06,49,49,17
Jammu and Kashmir,Anantnag,2025-07,35,35,12
Jammu and Kashmir,Anantnag,2025-08,97,97,34
Jammu and Kashmir,Anantnag,2025-09,125,125,44
Jammu and Kashmir,Anantnag,2025-10,119,119,42
Jammu and Kashmir,Anantnag,2025-11,103,103,36
Jammu and Kashmir,Anantnag,2025-12,28,28,10
Jammu and Kashmir,Badgam,2025-01,43,43,15
Jammu and Kashmir,Badgam,2025-02,71,71,25
Jammu and Kashmir,Badgam,2025-03,30,30,10
Jammu and Kashmir,Badgam,2025-04,26,26,9
Jammu and Kashmir,Badgam,2025-05,51,51,18
Jammu and Kashmir,Badgam,2025-06,33,33,12
Jammu and Kashmir,Badgam,2025-07,20,20,7
Jammu and Kashmir,Badgam,2025-08,71,71,25
Jammu and Kashmir,Badgam,2025-09,74,74,26
Jammu and Kashmir,Badgam,2025-10,62,62,22
Jammu and Kashmir,Badgam,2025-11,45,45,16
Jammu and Kashmir,Badgam,2025-12,14,14,5
Jammu and Kashmir,Bandipore,2025-01,52,52,18
Jammu and Kashmir,Bandipore,2025-02,71,71,25
Jammu and Kashmir,Bandipore,2025-03,50,50,18
Jammu and Kashmir,Bandipore,2025-04,22,22,8
Jammu and Kashmir,Bandipore,2025-05,38,38,13
Jammu and Kashmir,Bandipore,2025-06,53,53,19
Jammu and Kashmir,Bandipore,2025-07,15,15,5
Jammu and Kashmir,Bandipore,2025-08,47,47,16
Jammu and Kashmir,Bandipore,2025-09,83,83,29
Jammu and Kashmir,Bandipore,2025-10,64,64,22
Jammu and Kashmir,Bandipore,2025-11,31,31,11
Jammu and Kashmir,Bandipore,2025-12,6,6,2
Jammu and Kashmir,Baramula,2025-01,257,257,90
Jammu and Kashmir,Baramula,2025-02,180,180,63
Jammu and Kashmir,Baramula,2025-03,76,76,27
Jammu and Kashmir,Baramula,2025-04,52,52,18
Jammu and Kashmir,Baramula,2025-05,79,79,28
Jammu and Kashmir,Baramula,2025-06,63,63,22
Jammu and Kashmir,Baramula,2025-07,47,47,16
Jammu and Kashmir,Baramula,2025-08,97,97,34
Jammu and Kashmir,Baramula,2025-09,86,86,30
Jammu and Kashmir,Baramula,2025-10,109,109,38
Jammu and Kashmir,Baramula,2025-11,81,81,28
Jammu and Kashmir,Baramula,2025-12,43,43,15
Jammu and Kashmir,Budgam,2025-01,24,24,8
Jammu and Kashmir,Budgam,2025-02,30,30,10
Jammu and Kashmir,Budgam,2025-03,13,13,5
Jammu and Kashmir,Budgam,2025-04,6,6,2
Jammu and Kashmir,Budgam,2025-05,17,17,6
Jammu and Kashmir,Budgam,2025-06,11,11,4
Jammu and Kashmir,Budgam,2025-07,16,16,6
Jammu and Kashmir,Budgam,2025-08,31,31,11
Jammu and Kashmir,Budgam,2025-09,28,28,10
Jammu and Kashmir,Budgam,2025-10,25,25,9
Jammu and Kashmir,Budgam,2025-11,20,20,7
Jammu and Kashmir,Budgam,2025-12,9,9,3
Jammu and Kashmir,Doda,2025-01,63,63,22
Jammu and Kashmir,Doda,2025-02,191,191,67
Jammu and Kashmir,Doda,2025-03,57,57,20
Jammu and Kashmir,Doda,2025-04,7,7,2
Jammu and Kashmir,Doda,2025-05,71,71,25
Jammu and Kashmir,Doda,2025-06,63,63,22
Jammu and Kashmir,Doda,2025-07,37,37,13
Jammu and Kashmir,Doda,2025-08,76,76,27
Jammu and Kashmir,Doda,2025-09,96,96,34
Jammu and Kashmir,Doda,2025-10,68,68,24
Jammu and Kashmir,Doda,2025-11,34,34,12
Jammu and Kashmir,Doda,2025-12,32,32,11
Jammu and Kashmir,Ganderbal,2025-01,22,22,8
Jammu and Kashmir,Ganderbal,2025-02,51,51,18
Jammu and Kashmir,Ganderbal,2025-03,15,15,5
Jammu and Kashmir,Ganderbal,2025-04,10,10,4
Jammu and Kashmir,Ganderbal,2025-05,12,12,4
Jammu and Kashmir,Ganderbal,2025-06,17,17,6
Jammu and Kashmir,Ganderbal,2025-07,10,10,4
Jammu and Kashmir,Ganderbal,2025-08,25,25,9
Jammu and Kashmir,Ganderbal,2025-09,41,41,14
Jammu and Kashmir,Ganderbal,2025-10,26,26,9
Jammu and Kashmir,Ganderbal,2025-11,25,25,9
Jammu and Kashmir,Ganderbal,2025-12,14,14,5
Jammu and Kashmir,Jammu,2025-01,157,157,55
Jammu and Kashmir,Jammu,2025-02,169,169,59
Jammu and Kashmir,Jammu,2025-03,48,48,17
Jammu and Kashmir,Jammu,2025-04,50,50,18
Jammu and Kashmir,Jammu,2025-05,87,87,30
Jammu and Kashmir,Jammu,2025-06,86,86,30
Jammu and Kashmir,Jammu,2025-07,52,52,18
Jammu and Kashmir,Jammu,2025-08,103,103,36
Jammu and Kashmir,Jammu,2025-09,148,148,52
Jammu and Kashmir,Jammu,2025-10,159,159,56
Jammu and Kashmir,Jammu,2025-11,103,103,36
Jammu and Kashmir,Jammu,2025-12,82,82,29
Jammu and Kashmir,Kargil,2025-01,21,21,7
Jammu and Kashmir,Kargil,2025-02,18,18,6
Jammu and Kashmir,Kargil,2025-03,12,12,4
Jammu and Kashmir,Kargil,2025-04,7,7,2
Jammu and Kashmir,Kargil,2025-05,12,12,4
Jammu and Kashmir,Kargil,2025-06,13,13,5
Jammu and Kashmir,Kargil,2025-07,6,6,2
Jammu and Kashmir,Kargil,2025-08,10,10,4
Jammu and Kashmir,Kargil,2025-09,7,7,2
Jammu and Kashmir,Kargil,2025-10,18,18,6
Jammu and Kashmir,Kargil,2025-11,5,5,2
Jammu and Kashmir,Kargil,2025-12,6,6,2
Jammu and Kashmir,Kathua,2025-01,42,42,15
Jammu and Kashmir,Kathua,2025-02,58,58,20
Jammu and Kashmir,Kathua,2025-03,28,28,10
Jammu and Kashmir,Kathua,2025-04,18,18,6
Jammu and Kashmir,Kathua,2025-05,75,75,26
Jammu and Kashmir,Kathua,2025-06,46,46,16
Jammu and Kashmir,Kathua,2025-07,44,44,15
Jammu and Kashmir,Kathua,2025-08,112,112,39
Jammu and Kashmir,Kathua,2025-09,84,84,29
Jammu and Kashmir,Kathua,2025-10,96,96,34
Jammu and Kashmir,Kathua,2025-11,48,48,17
Jammu and Kashmir,Kathua,2025-12,38,38,13
Jammu and Kashmir,Kishtwar,2025-01,11,11,4
Jammu and Kashmir,Kishtwar,2025-02,33,33,12
Jammu and Kashmir,Kishtwar,2025-03,26,26,9
Jammu and Kashmir,Kishtwar,2025-04,2,2,1
Jammu and Kashmir,Kishtwar,2025-05,29,29,10
Jammu and Kashmir,Kishtwar,2025-06,25,25,9
Jammu and Kashmir,Kishtwar,2025-07,20,20,7
Jammu and Kashmir,Kishtwar,2025-08,20,20,7
Jammu and Kashmir,Kishtwar,2025-09,37,37,13
Jammu and Kashmir,Kishtwar,2025-10,29,29,10
Jammu and Kashmir,Kishtwar,2025-11,22,22,8
Jammu and Kashmir,Kishtwar,2025-12,13,13,5
Jammu and Kashmir,Kulgam,2025-01,31,31,11
Jammu and Kashmir,Kulgam,2025-02,48,48,17
Jammu and Kashmir,Kulgam,2025-03,9,9,3
Jammu and Kashmir,Kulgam,2025-04,18,18,6
